t1,t2
1625046242.410150550,1625046242.407354833
1625046244.409732030,1625046244.406911514
1625046246.410479290,1625046246.407633941
1625046248.411224090,1625046248.408353928
1625046250.411000610,1625046250.408105671
1625046252.410777610,1625046252.407857908
1625046254.410586270,1625046254.407641831
1625046256.411427910,1625046256.408458694
1625046258.412335790,1625046258.409341824
1625046260.411985230,1625046260.408966514
1625046262.411835230,1625046262.408791773
1625046264.411649390,1625046264.408581233
1625046266.412582930,1625046266.409490027
1625046268.413473190,1625046268.410355527
1625046270.414025250,1625046270.410882797
1625046272.413723490,1625046272.410556277
1625046274.413462690,1625046274.410270738
1625046276.414050810,1625046276.410834061
1625046278.413613690,1625046278.410372169
1625046280.414063290,1625046280.410796929
1625046282.413751210,1625046282.410460009
1625046284.414236470,1625046284.410920441
1625046286.413888730,1625046286.410547899
1625046288.413697450,1625046288.410331854
1625046290.413643990,1625046290.410253624
1625046292.414424150,1625046292.411008972
1625046294.415249230,1625046294.411809283
1625046296.415100310,1625046296.411635632
1625046298.414871630,1625046298.411382217
1625046300.414655490,1625046300.411141311
1625046302.415484590,1625046302.411945649
1625046304.416264050,1625046304.412700329
1625046306.416173710,1625046306.412585273
1625046308.415918050,1625046308.412304911
1625046310.415756970,1625046310.412119114
1625046312.415601990,1625046312.411939393
1625046314.416411290,1625046314.412723924
1625046316.417213670,1625046316.413501497
1625046318.417005990,1625046318.413269003
1625046320.416747310,1625046320.412985504
1625046322.416600570,1625046322.412813927
1625046324.416755850,1625046324.412944382
1625046326.417421150,1625046326.413584846
1625046328.418188890,1625046328.414327794
1625046330.418016410,1625046330.414130511
1625046332.417832830,1625046332.413922149
1625046334.417605330,1625046334.413669889
1625046336.418427550,1625046336.414467354
1625046338.419361110,1625046338.415376126
1625046340.419186670,1625046340.415176921
1625046342.419014750,1625046342.414980262
1625046344.418839870,1625046344.414780634
1625046346.418661290,1625046346.414577331
1625046348.419485690,1625046348.415377019
1625046350.420297330,1625046350.416163922
1625046352.420096050,1625046352.415937894
1625046354.420024230,1625046354.415841316
1625046356.420295490,1625046356.416087841
1625046358.420132930,1625046358.415900527
1625046360.419966910,1625046360.415709744
1625046362.419765490,1625046362.415483561
1625046364.419587430,1625046364.415280739
1625046366.420409690,1625046366.416078259
1625046368.421238970,1625046368.416882797
1625046370.421109190,1625046370.416728302
1625046372.420881950,1625046372.416476352
1625046374.420697470,1625046374.416267134
1625046376.420509550,1625046376.416054471
1625046378.421332110,1625046378.416852268
1625046380.421108950,1625046380.416604324
1625046382.420896550,1625046382.416367129
1625046384.420702810,1625046384.416148598
1625046386.420584250,1625046386.416005211
1625046388.420855910,1625046388.416252006
1625046390.420723070,1625046390.416094336
1625046392.420549330,1625046392.415895802
1625046394.421376310,1625046394.416697993
1625046396.422260170,1625046396.417557069
1625046398.422069250,1625046398.417341372
1625046400.421832630,1625046400.417079979
1625046402.421688970,1625046402.416911541
1625046404.421509030,1625046404.416706789
1625046406.422362510,1625046406.417535484
1625046408.422200310,1625046408.417348551
1625046410.422030610,1625046410.417154078
1625046412.421908410,1625046412.417007126
1625046414.421778930,1625046414.416852907
1625046416.421662750,1625046416.416712051
1625046418.421565290,1625046418.416589912
1625046420.422211250,1625046420.417211164
1625046422.422051130,1625046422.417026358
1625046424.421920470,1625046424.416871009
1625046426.421750970,1625046426.416676789
1625046428.421610210,1625046428.416511346
1625046430.422389890,1625046430.417266338
1625046432.423182010,1625046432.418033761
1625046434.423114550,1625046434.417941542
1625046436.422952610,1625046436.417754821
1625046438.422785330,1625046438.417562771
1625046440.422592090,1625046440.417344767
1625046442.423443930,1625046442.418171863
1625046444.424311450,1625046444.419014628
1625046446.424107510,1625046446.418785974
1625046448.423990290,1625046448.418643987
1625046450.423895330,1625046450.418524264
1625046452.423509830,1625046452.418114032
1625046454.424303130,1625046454.418882574
1625046456.424118950,1625046456.418673656
1625046458.423989850,1625046458.418519843
1625046460.423837170,1625046460.418342458
1625046462.423650870,1625046462.418131389
1625046464.424438930,1625046464.418894623
1625046466.425463550,1625046466.419894448
1625046468.426282010,1625046468.420688101
1625046470.426040910,1625046470.420422267
1625046472.425893070,1625046472.420249693
1625046474.425738070,1625046474.420069949
1625046476.425583890,1625046476.419891074
1625046478.426429330,1625046478.420711781
1625046480.427299010,1625046480.421556738
1625046482.427304250,1625046482.421537238
1625046484.427090450,1625046484.421298684
1625046486.426969090,1625046486.421152534
1625046488.426843970,1625046488.421002672
1625046490.426708610,1625046490.420842582
1625046492.426571150,1625046492.420680401
1625046494.427445930,1625046494.421530442
1625046496.427703810,1625046496.421763564
1625046498.427580610,1625046498.421615576
1625046500.428296390,1625046500.422306557
1625046502.428069370,1625046502.422054751
1625046504.427725310,1625046504.421685893
1625046506.427534150,1625046506.421469896
1625046508.428299030,1625046508.422209946
1625046510.428092430,1625046510.421978504
1625046512.427861150,1625046512.421722422
1625046514.427773230,1625046514.421609727
1625046516.428588510,1625046516.428355038
1625046518.429254450,1625046518.428996201
1625046520.428943190,1625046520.428690986
1625046522.428709090,1625046522.428480128
1625046524.429446230,1625046524.435405906
1625046526.430191930,1625046526.436174857
1625046528.429518130,1625046528.435524298
1625046530.430396650,1625046530.436426051
1625046532.431164210,1625046532.437216827
1625046534.431005970,1625046534.437081793
1625046536.430807650,1625046536.436906705
1625046538.430641790,1625046538.436764076
1625046540.431449210,1625046540.437594746
1625046542.432302330,1625046542.438471127
1625046544.432156930,1625046544.438348941
1625046546.432142750,1625046546.438357961
1625046548.431923110,1625046548.438161495
1625046550.431740590,1625046550.438002211
1625046552.431582230,1625046552.437867046
1625046554.432440030,1625046554.438748078
1625046556.433252730,1625046556.439583977
1625046558.433100130,1625046558.439454642
1625046560.432959850,1625046560.439337622
1625046562.432915610,1625046562.439316632
1625046564.432758970,1625046564.439183203
1625046566.432565930,1625046566.439013377
1625046568.433310370,1625046568.439780982
1625046570.433153690,1625046570.439647457
1625046572.433017210,1625046572.439534132
1625046574.432858010,1625046574.439398123
1625046576.432676850,1625046576.439240161
1625046578.432713970,1625046578.439300535
1625046580.433462870,1625046580.440072661
1625046582.434263630,1625046582.440896682
1625046584.434095130,1625046584.440751462
1625046586.433947470,1625046586.440627118
1625046588.433762990,1625046588.440465935
1625046590.433630990,1625046590.440357211
1625046592.434460790,1625046592.441210318
1625046594.435321550,1625046594.442094367
1625046596.435054230,1625046596.441850352
1625046598.434785190,1625046598.441604611
1625046600.434508390,1625046600.441351063
1625046602.435273770,1625046602.442139676
1625046604.434988850,1625046604.441877960
1625046606.434757090,1625046606.441669428
1625046608.435474450,1625046608.442410021
1625046610.436318330,1625046610.443277147
1625046612.436045170,1625046612.443027266
1625046614.435805010,1625046614.442810362
1625046616.435582690,1625046616.442611311
1625046618.436367930,1625046618.443419845
1625046620.437176650,1625046620.444251831
1625046622.436999230,1625046622.444097717
1625046624.436551530,1625046624.443673317
1625046626.437457570,1625046626.444602671
1625046628.437987410,1625046628.445155772
1625046630.437682710,1625046630.444874332
1625046632.438266070,1625046632.445480993
1625046634.437983790,1625046634.445222037
1625046636.437621690,1625046636.444883255
1625046638.438084470,1625046638.445369390
1625046640.437593510,1625046640.444901776
1625046642.438261930,1625046642.445593550
1625046644.438481770,1625046644.445836696
1625046646.439227670,1625046646.446605851
1625046648.438958530,1625046648.446359952
1625046650.438636970,1625046650.446061603
1625046652.439200390,1625046652.446648213
1625046654.438772090,1625046654.446243122
1625046656.439255970,1625046656.446750198
1625046658.439145530,1625046658.446662962
1625046660.438707170,1625046660.446247796
1625046662.439167210,1625046662.446731062
1625046664.438793010,1625046664.446380106
1625046666.439201690,1625046666.446812051
1625046668.438722190,1625046668.446355835
1625046670.439213770,1625046670.446870713
1625046672.438720970,1625046672.446401193
1625046674.439228730,1625046674.446932228
1625046676.438646530,1625046676.446373338
1625046678.439269990,1625046678.447020087
1625046680.438941690,1625046680.446715035
1625046682.438665630,1625046682.446462200
1625046684.438513030,1625046684.446332823
1625046686.438989530,1625046686.446832581
1625046688.438639710,1625046688.446506002
1625046690.439440610,1625046690.447330212
1625046692.440143090,1625046692.448055981
1625046694.439902110,1625046694.447838257
1625046696.439587950,1625046696.447547351
1625046698.440189050,1625046698.448171740
1625046700.439982910,1625046700.447988862
1625046702.439790690,1625046702.447819896
1625046704.439697730,1625046704.447750197
1625046706.439576870,1625046706.447652601
1625046708.440107530,1625046708.448206547
1625046710.439817170,1625046710.447939413
1625046712.439507330,1625046712.447652808
1625046714.440207690,1625046714.448376427
1625046716.439918930,1625046716.448110940
1625046718.439710810,1625046718.447926050
1625046720.440482770,1625046720.448721232
1625046722.441328110,1625046722.449589810
1625046724.441135510,1625046724.449420393
1625046726.440962090,1625046726.449270168
1625046728.440719330,1625046728.449050652
1625046730.441452670,1625046730.449807232
1625046732.442208670,1625046732.450586480
1625046734.441912530,1625046734.450313556
1625046736.441590670,1625046736.450014915
1625046738.441486010,1625046738.449933441
1625046740.441583170,1625046740.450053808
1625046742.442350910,1625046742.450844768
1625046744.442305030,1625046744.450822102
1625046746.442103610,1625046746.450643883
1625046748.441867810,1625046748.450431338
1625046750.441660230,1625046750.450247057
1625046752.442463810,1625046752.451073921
1625046754.443399450,1625046754.452032803
1625046756.444187770,1625046756.452844342
1625046758.443859470,1625046758.452539260
1625046760.443590650,1625046760.452293682
1625046762.444246730,1625046762.452973006
1625046764.443876030,1625046764.452625580
1625046766.443544690,1625046766.452317492
1625046768.444273410,1625046768.453069461
1625046770.444156670,1625046770.452975965
1625046772.443974010,1625046772.452816550
1625046774.443691970,1625046774.452557772
1625046776.444397310,1625046776.453286415
1625046778.445159950,1625046778.454072316
1625046780.444911390,1625046780.453846976
1625046782.444680650,1625046782.453639417
1625046784.445489910,1625046784.454471920
1625046786.446419890,1625046786.455425148
1625046788.447158570,1625046788.456187118
1625046790.446864710,1625046790.455916520
1625046792.446575310,1625046792.455650361
1625046794.447195670,1625046794.456293963
1625046796.446806130,1625046796.455927682
1625046798.446577950,1625046798.455722701
1625046800.447330610,1625046800.456498581
1625046802.447104970,1625046802.456296101
1625046804.447341810,1625046804.456556103
1625046806.447037370,1625046806.456274836
1625046808.446629250,1625046808.455889921
1625046810.447251370,1625046810.456535300
1625046812.447042950,1625046812.456350170
1625046814.446749210,1625046814.456079708
1625046816.447448670,1625046816.456802418
1625046818.448412950,1625046818.457789955
1625046820.449266370,1625046820.458666620
1625046822.449149570,1625046822.458573023
1625046824.449027990,1625046824.458474670
1625046826.448907450,1625046826.458377397
1625046828.448765410,1625046828.458258625
1625046830.448664990,1625046830.458181466
1625046832.448529990,1625046832.458069740
1625046834.449457430,1625046834.459020438
1625046836.449958670,1625046836.459544930
1625046838.449825830,1625046838.459435338
1625046840.449695170,1625046840.459327940
1625046842.449551590,1625046842.459207603
1625046844.450415550,1625046844.460094820
1625046846.451278330,1625046846.460980860
1625046848.451138210,1625046848.460863998
1625046850.451110370,1625046850.460859430
1625046852.450952390,1625046852.460724723
1625046854.450750590,1625046854.460546196
1625046856.450612870,1625046856.460431727
